total 17300
drwxr-xr-x  2 root root   49152 oct.  27 23:26 .
-rw-r--r--  1 root root    1117 oct.  24 16:34 compositeproto-0.4.2-noarch-1
-rw-r--r--  1 root root    2521 oct.  24 16:22 conntrack-tools-1.4.2-i486-1
-rw-r--r--  1 root root    2609 oct.  24 16:16 ConsoleKit-0.4.5-i486-1
-rw-r--r--  1 root root    8921 oct.  24 16:12 coreutils-8.21-i486-1
-rw-r--r--  1 root root    3118 oct.  24 16:12 cpio-2.11-i486-2
-rw-r--r--  1 root root    1792 oct.  24 16:12 cpufrequtils-008-i486-1
-rw-r--r--  1 root root    1134 oct.  24 16:22 crda-1.1.1-i486-1
-rw-r--r--  1 root root    2557 oct.  24 16:12 cryptsetup-1.4.3-i486-1
-rw-r--r--  1 root root     909 oct.  24 16:29 cscope-15.7a-i486-1
-rw-r--r--  1 root root   49168 oct.  24 16:12 cups-1.5.4-i486-3
-rw-r--r--  1 root root    9158 oct.  24 16:22 curl-7.31.0-i486-1
-rw-r--r--  1 root root    2132 oct.  24 16:29 cvs-1.11.23-i486-2
-rw-r--r--  1 root root     613 oct.  24 16:12 cxxlibs-6.0.18-i486-1
-rw-r--r--  1 root root    5399 oct.  24 16:22 cyrus-sasl-2.1.23-i486-5
-rw-r--r--  1 root root    1074 oct.  24 16:34 damageproto-1.2.1-noarch-1
-rw-r--r--  1 root root    1133 oct.  24 16:17 db42-4.2.52-i486-3
-rw-r--r--  1 root root    1249 oct.  24 16:17 db44-4.4.20-i486-3
-rw-r--r--  1 root root    1214 oct.  24 16:17 db48-4.8.30-i486-2
-rw-r--r--  1 root root    3380 oct.  24 16:12 dbus-1.6.12-i486-1
-rw-r--r--  1 root root    2556 oct.  24 16:17 dbus-glib-0.100.2-i486-1
-rw-r--r--  1 root root    4314 oct.  24 16:17 dbus-python-1.2.0-i486-1
-rw-r--r--  1 root root    5643 oct.  24 16:14 dc3dd-7.1.614-i486-1
-rw-r--r--  1 root root   10010 oct.  24 16:17 dconf-0.18.0-i486-1
-rw-r--r--  1 root root    1363 oct.  24 16:12 dcron-4.5-i486-4
-rw-r--r--  1 root root    2582 oct.  24 16:37 ddd-3.3.12-i486-1
-rw-r--r--  1 root root    1056 oct.  24 16:14 ddrescue-1.17-i486-1
-rw-r--r--  1 root root    2536 oct.  24 16:34 dejavu-fonts-ttf-2.34-noarch-1
-rw-r--r--  1 root root    1653 oct.  24 16:17 desktop-file-utils-0.21-i486-1
-rw-r--r--  1 root root    5007 oct.  24 16:29 dev86-0.16.17-i486-1
-rw-r--r--  1 root root  143791 oct.  24 16:12 devs-2.3.1-noarch-25
-rw-r--r--  1 root root    1873 oct.  24 16:22 dhcp-4.2.5_P1-i486-1
-rw-r--r--  1 root root    1429 oct.  24 16:22 dhcpcd-6.0.5-i486-2
-rw-r--r--  1 root root    6361 oct.  24 16:12 dialog-1.2_20130523-i486-1
-rw-r--r--  1 root root     824 oct.  24 16:14 diffstat-1.53-i486-1
-rw-r--r--  1 root root    4164 oct.  24 16:14 diffutils-3.3-i486-1
-rw-r--r--  1 root root    5724 oct.  24 16:22 dirmngr-1.1.1-i486-1
-rw-r--r--  1 root root    5261 oct.  24 16:29 distcc-3.1-i486-1
-rw-r--r--  1 root root    3715 oct.  24 16:17 djvulibre-3.5.25.3-i486-1
-rw-r--r--  1 root root     924 oct.  24 16:14 dmapi-2.2.12-i486-1
-rw-r--r--  1 root root    1074 oct.  24 16:14 dmidecode-2.11-i486-1
-rw-r--r--  1 root root     894 oct.  24 16:34 dmxproto-2.3.1-noarch-1
-rw-r--r--  1 root root    2149 oct.  24 16:22 dnsmasq-2.57-i486-1
-rw-r--r--  1 root root    1151 oct.  24 16:12 dosfstools-3.0.22-i486-1
-rw-r--r--  1 root root   79357 oct.  24 16:29 doxygen-1.8.5-i486-1
-rw-r--r--  1 root root     968 oct.  24 16:34 dri2proto-2.8-i486-1
-rw-r--r--  1 root root     893 oct.  24 16:14 dvd+rw-tools-7.1-i486-2
-rw-r--r--  1 root root    4287 oct.  24 16:12 e2fsprogs-1.42.8-i486-2
-rw-r--r--  1 root root     906 oct.  24 16:17 ebook-tools-0.2.2-i486-2
-rw-r--r--  1 root root    1550 oct.  24 16:22 ebtables-2.0.10-i486-1
-rw-r--r--  1 root root     880 oct.  24 16:12 ed-1.9-i486-1
-rw-r--r--  1 root root     910 oct.  24 16:34 editres-1.0.6-i486-1
-rw-r--r--  1 root root    1028 oct.  24 16:12 efibootmgr-0.5.4-i486-1
-rw-r--r--  1 root root    7323 oct.  24 16:17 eigen2-2.0.10-i486-1
-rw-r--r--  1 root root    1858 oct.  24 16:12 eject-2.1.5-i486-4
-rw-r--r--  1 root root    2622 oct.  24 16:37 electricsheep-20090306-i486-3
-rw-r--r--  1 root root    1776 oct.  24 16:12 elilo-3.14-i486-6
-rw-r--r--  1 root root    1680 oct.  24 16:22 elm-2.5.8-i486-3
-rw-r--r--  1 root root    4613 oct.  24 16:12 elvis-2.2_0-i486-2
-rw-r--r--  1 root root  185290 oct.  24 16:16 emacs-24.3-i486-3
-rw-r--r--  1 root root    1526 oct.  24 16:17 enchant-1.6.0-i486-1
-rw-r--r--  1 root root    3262 oct.  24 16:34 encodings-1.0.4-noarch-1
-rw-r--r--  1 root root    7790 oct.  24 16:14 enscript-1.6.5.2-i486-1
-rw-r--r--  1 root root   47404 oct.  24 16:22 epic5-1.1.6-i486-1
-rw-r--r--  1 root root    1787 oct.  24 16:17 esound-0.2.41-i486-2
-rw-r--r--  1 root root    1102 oct.  24 16:12 etc-14.1-i486-2
-rw-r--r--  1 root root     966 oct.  24 16:22 ethtool-3.10-i486-1
-rw-r--r--  1 root root     881 oct.  24 16:34 evieext-1.1.1-noarch-1
-rw-r--r--  1 root root    2732 oct.  24 16:17 exiv2-0.23-i486-1
-rw-r--r--  1 root root     927 oct.  24 16:17 expat-2.1.0-i486-1
-rw-r--r--  1 root root    4791 oct.  24 16:34 expect-5.44.1.15-i486-2
-rw-r--r--  1 root root     753 oct.  27 23:23 fbpager-git-i486-1sl
-rw-r--r--  1 root root    2763 oct.  27 23:23 fbpanel-6.1-i486-1_SBo
-rw-r--r--  1 root root    3096 oct.  27 23:23 fbxkb-0.6-i486-1dj
-rw-r--r--  1 root root    6162 oct.  24 16:22 fetchmail-6.3.21-i486-2
-rw-r--r--  1 root root    9515 oct.  24 16:17 fftw-3.3.3-i486-1
-rw-r--r--  1 root root    1015 oct.  24 16:12 file-5.14-i486-1
-rw-r--r--  1 root root    4977 oct.  24 16:12 findutils-4.4.2-i486-1
-rw-r--r--  1 root root     966 oct.  24 16:34 fixesproto-5.0-i486-1
-rw-r--r--  1 root root    6264 oct.  24 16:14 flac-1.2.1-i486-3
-rw-r--r--  1 root root    2781 oct.  24 16:29 flex-2.5.37-i486-1
-rw-r--r--  1 root root    2382 oct.  24 16:12 floppy-5.5-i486-1
-rw-r--r--  1 root root   14693 oct.  24 16:37 fluxbox-1.3.5-i486-1
-rw-r--r--  1 root root   46716 oct.  24 16:34 font-adobe-100dpi-1.0.3-noarch-1
-rw-r--r--  1 root root   45728 oct.  24 16:34 font-adobe-75dpi-1.0.3-noarch-1
-rw-r--r--  1 root root   10810 oct.  24 16:34 font-adobe-utopia-100dpi-1.0.4-noarch-1
-rw-r--r--  1 root root   10588 oct.  24 16:34 font-adobe-utopia-75dpi-1.0.4-noarch-1
-rw-r--r--  1 root root    1424 oct.  24 16:34 font-adobe-utopia-type1-1.0.4-noarch-1
-rw-r--r--  1 root root    1008 oct.  24 16:34 font-alias-1.0.3-noarch-1
-rw-r--r--  1 root root    1003 oct.  24 16:34 font-arabic-misc-1.0.3-noarch-1
-rw-r--r--  1 root root   27054 oct.  24 16:34 font-bh-100dpi-1.0.3-noarch-1
-rw-r--r--  1 root root   26472 oct.  24 16:34 font-bh-75dpi-1.0.3-noarch-1
-rw-r--r--  1 root root    7909 oct.  24 16:34 font-bh-lucidatypewriter-100dpi-1.0.3-noarch-1
-rw-r--r--  1 root root    7746 oct.  24 16:34 font-bh-lucidatypewriter-75dpi-1.0.3-noarch-1
-rw-r--r--  1 root root    1371 oct.  24 16:34 font-bh-ttf-1.0.3-noarch-1
-rw-r--r--  1 root root    1784 oct.  24 16:34 font-bh-type1-1.0.3-noarch-1
-rw-r--r--  1 root root    2140 oct.  24 16:34 font-bitstream-100dpi-1.0.3-noarch-1
-rw-r--r--  1 root root    2090 oct.  24 16:34 font-bitstream-75dpi-1.0.3-noarch-1
-rw-r--r--  1 root root    1395 oct.  24 16:34 font-bitstream-speedo-1.0.2-noarch-1
-rw-r--r--  1 root root    1644 oct.  24 16:34 font-bitstream-type1-1.0.3-noarch-1
-rw-r--r--  1 root root    1031 oct.  24 16:35 fontcacheproto-0.1.3-noarch-1
-rw-r--r--  1 root root    9411 oct.  24 16:35 fontconfig-2.10.93-i486-1
-rw-r--r--  1 root root    3619 oct.  24 16:34 font-cronyx-cyrillic-1.0.3-noarch-1
-rw-r--r--  1 root root    1001 oct.  24 16:34 font-cursor-misc-1.0.3-noarch-1
-rw-r--r--  1 root root    1079 oct.  24 16:34 font-daewoo-misc-1.0.3-noarch-1
-rw-r--r--  1 root root     978 oct.  24 16:34 font-dec-misc-1.0.3-noarch-1
-rw-r--r--  1 root root    1220 oct.  24 16:34 font-ibm-type1-1.0.3-noarch-1
-rw-r--r--  1 root root    1033 oct.  24 16:34 font-isas-misc-1.0.3-noarch-1
-rw-r--r--  1 root root     982 oct.  24 16:34 font-jis-misc-1.0.3-noarch-1
-rw-r--r--  1 root root     980 oct.  24 16:34 font-micro-misc-1.0.3-noarch-1
-rw-r--r--  1 root root    1621 oct.  24 16:34 font-misc-cyrillic-1.0.3-noarch-1
-rw-r--r--  1 root root    1199 oct.  24 16:34 font-misc-ethiopic-1.0.3-noarch-1
-rw-r--r--  1 root root    1876 oct.  24 16:34 font-misc-meltho-1.0.3-noarch-1
-rw-r--r--  1 root root   15233 oct.  24 16:35 font-misc-misc-1.1.2-noarch-1
-rw-r--r--  1 root root    1230 oct.  24 16:35 font-mutt-misc-1.0.3-noarch-1
-rw-r--r--  1 root root    2801 oct.  24 16:35 font-schumacher-misc-1.1.2-noarch-1
-rw-r--r--  1 root root    1141 oct.  24 16:35 font-screen-cyrillic-1.0.4-noarch-1
-rw-r--r--  1 root root    1064 oct.  24 16:35 font-sony-misc-1.0.3-noarch-1
-rw-r--r--  1 root root    1247 oct.  24 16:35 fontsproto-2.1.2-noarch-1
-rw-r--r--  1 root root    1083 oct.  24 16:35 font-sun-misc-1.0.3-noarch-1
-rw-r--r--  1 root root     655 oct.  24 16:35 fonttosfnt-1.0.4-i486-1
-rw-r--r--  1 root root    1662 oct.  24 16:35 font-util-1.3.0-i486-1
-rw-r--r--  1 root root    1136 oct.  24 16:35 font-winitzki-cyrillic-1.0.3-noarch-1
-rw-r--r--  1 root root    1075 oct.  24 16:35 font-xfree86-type1-1.0.4-noarch-1
-rw-r--r--  1 root root    1514 oct.  24 16:14 foomatic-filters-4.0.12-i486-1
-rw-r--r--  1 root root    1525 oct.  24 16:35 freeglut-2.8.0-i486-1
-rw-r--r--  1 root root    3945 oct.  24 16:17 freetype-2.5.0.1-i486-1
-rw-r--r--  1 root root    2953 oct.  24 16:17 fribidi-0.19.2-i486-3
-rw-r--r--  1 root root     855 oct.  24 16:35 fslsfonts-1.0.4-i486-1
-rw-r--r--  1 root root     845 oct.  24 16:35 fstobdf-1.0.5-i486-1
-rw-r--r--  1 root root    1647 oct.  24 16:17 fuse-2.8.5-i486-1
-rw-r--r--  1 root root   11943 oct.  24 16:37 fvwm-2.6.5-i486-6
-rw-r--r--  1 root root    2133 oct.  24 16:17 gamin-0.1.10-i486-5
-rw-r--r--  1 root root    4470 oct.  24 16:12 gawk-4.1.0-i486-2
-rw-r--r--  1 root root    2280 oct.  24 16:17 gc-7.2d-i486-1
-rw-r--r--  1 root root   22649 oct.  24 16:29 gcc-4.8.2-i486-1
-rw-r--r--  1 root root   38415 oct.  24 16:29 gcc-g++-4.8.2-i486-1
-rw-r--r--  1 root root    1903 oct.  24 16:29 gcc-gfortran-4.8.2-i486-1
-rw-r--r--  1 root root  120071 oct.  24 16:29 gcc-gnat-4.8.2-i486-1
-rw-r--r--  1 root root   10020 oct.  24 16:29 gcc-go-4.8.2-i486-1
-rw-r--r--  1 root root  236112 oct.  24 16:30 gcc-java-4.8.2-i486-1
-rw-r--r--  1 root root     659 oct.  24 16:35 gccmakedep-1.0.2-noarch-2
-rw-r--r--  1 root root    2005 oct.  24 16:30 gcc-objc-4.8.2-i486-1
-rw-r--r--  1 root root   12460 oct.  24 16:16 GConf-3.2.6-i486-1
-rw-r--r--  1 root root   18243 oct.  24 16:17 gcr-3.8.2-i486-1
-rw-r--r--  1 root root    1454 oct.  24 16:17 gd-2.0.35-i486-4
-rw-r--r--  1 root root    4834 oct.  24 16:30 gdb-7.6.1-i486-1
-rw-r--r--  1 root root     762 oct.  24 16:17 gdbm-1.8.3-i486-4
-rw-r--r--  1 root root   17753 oct.  24 16:17 gdk-pixbuf2-2.28.2-i486-1
-rw-r--r--  1 root root    8344 oct.  24 16:37 geeqie-1.1-i486-1
-rw-r--r--  1 root root   10756 oct.  24 16:17 gegl-0.2.0-i486-2
-rw-r--r--  1 root root    1266 oct.  24 16:12 genpower-1.0.5-i486-2
-rw-r--r--  1 root root    3294 oct.  24 16:22 getmail-4.30.1-i486-1
-rw-r--r--  1 root root    7333 oct.  24 16:12 gettext-0.18.2.1-i486-2
-rw-r--r--  1 root root   13941 oct.  24 16:30 gettext-tools-0.18.2.1-i486-2
-rw-r--r--  1 root root    1945 oct.  24 16:12 getty-ps-2.1.0b-i486-2
-rw-r--r--  1 root root    7654 oct.  24 16:37 gftp-2.0.19-i486-3
-rw-r--r--  1 root root   30796 oct.  24 16:14 ghostscript-9.07-i486-2
-rw-r--r--  1 root root    4148 oct.  24 16:14 ghostscript-fonts-std-8.11-noarch-1
-rw-r--r--  1 root root    1210 oct.  27 23:23 giblib-1.2.4-i486-3_SBo
-rw-r--r--  1 root root    3079 oct.  24 16:17 giflib-4.1.6-i486-1
-rw-r--r--  1 root root  122880 oct.  24 16:37 gimp-2.8.6-i486-1
-rw-r--r--  1 root root   53613 oct.  24 16:30 git-1.8.4-i486-1
-rw-r--r--  1 root root    2935 oct.  24 16:37 gkrellm-2.3.5-i486-2
-rw-r--r--  1 root root   37180 oct.  24 16:17 glade3-3.8.3-i486-1
-rw-r--r--  1 root root    1461 oct.  24 16:35 glew-1.9.0-i486-1
-rw-r--r--  1 root root    1396 oct.  24 16:17 glib-1.2.10-i486-3
